"bkz";"gkz";"name";"wber";"abg";"ung";"gueltig";"vp";"sp";"fp";"gr";"ne";"so"
417;41751;"Zell am Moos";1256;954;7;947;351;97;302;68;83;46
417;41752;"Zell am Pettenfirst";965;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41801;"Aichkirchen";456;397;8;389;122;34;148;20;37;28
418;41802;"Bachmanning";511;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41803;"Bad Wimsbach-Neydharting";1958;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41804;"Buchkirchen";3340;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41805;"Eberstalzell";2164;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41806;"Edt bei Lambach";1778;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41807;"Fischlham";1090;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41808;"Gunskirchen";4730;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41809;"Holzhausen";837;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41810;"Krenglbach";2512;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41811;"Lambach";2474;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41812;"Marchtrenk";10018;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41813;"Neukirchen bei Lambach";749;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41814;"Offenhausen";1242;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41815;"Pennewang";777;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41816;"Pichl bei Wels";2187;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41817;"Sattledt";1928;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41818;"Schleißheim";1071;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41819;"Sipbachzell";1643;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41820;"Stadl-Paura";3558;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41821;"Steinerkirchen an der Traun";1928;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41822;"Steinhaus";2089;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41823;"Thalheim bei Wels";4027;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;41824;"Weißkirchen an der Traun";2695;NA;NA;NA;NA;NA;NA;NA;NA;NA
501;50101;"Salzburg";94828;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50201;"Abtenau";4513;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50202;"Adnet";2895;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50203;"Annaberg-Lungötz";1679;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50204;"Golling an der Salzach";3103;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50205;"Hallein";13763;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50206;"Krispl";710;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50207;"Kuchl";5425;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50208;"Oberalm";3215;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50209;"Puch bei Hallein";3450;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50210;"Rußbach am Paß Gschütt";620;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50211;"Sankt Koloman";1391;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50212;"Scheffau am Tennengebirge";1153;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;50213;"Bad Vigaun";1547;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50301;"Anif";3082;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50302;"Anthering";2858;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50303;"Bergheim";3976;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50304;"Berndorf bei Salzburg";1380;1049;13;1036;368;128;309;64;91;76
503;50305;"Bürmoos";3534;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50306;"Dorfbeuern";1208;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50307;"Ebenau";1093;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50308;"Elixhausen";2355;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50309;"Elsbethen";4086;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50310;"Eugendorf";5371;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50311;"Faistenau";2373;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50312;"Fuschl am See";1164;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50313;"Göming";605;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50314;"Grödig";5020;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50315;"Großgmain";1823;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50316;"Hallwang";3202;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50317;"Henndorf am Wallersee";3877;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50318;"Hintersee";360;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50319;"Hof bei Salzburg";2646;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50320;"Köstendorf";2096;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50321;"Koppl";2758;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50322;"Lamprechtshausen";2972;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50323;"Mattsee";2588;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50324;"Neumarkt am Wallersee";4579;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50325;"Nußdorf am Haunsberg";1959;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50326;"Oberndorf bei Salzburg";4020;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50327;"Obertrum am See";3770;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50328;"Plainfeld";1001;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50329;"Sankt Georgen bei Salzburg";2443;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50330;"Sankt Gilgen";2826;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50331;"Schleedorf";862;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50332;"Seeham";1521;1215;16;1199;456;123;312;109;118;81
503;50335;"Straßwalchen";5706;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50336;"Strobl";2866;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50337;"Thalgau";4683;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50338;"Wals-Siezenheim";10312;NA;NA;NA;NA;NA;NA;NA;NA;NA
503;50339;"Seekirchen am Wallersee";8338;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50401;"Altenmarkt im Pongau";3152;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50402;"Bad Hofgastein";4823;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50403;"Bad Gastein";2567;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50404;"Bischofshofen";7275;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50405;"Dorfgastein";1316;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50406;"Eben im Pongau";1790;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50407;"Filzmoos";1053;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50408;"Flachau";2165;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50409;"Forstau";432;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50410;"Goldegg";2096;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50411;"Großarl";2814;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50412;"Hüttau";1066;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50413;"Hüttschlag";684;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50414;"Kleinarl";632;538;5;533;237;68;148;16;45;19
504;50415;"Mühlbach am Hochkönig";1093;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50416;"Pfarrwerfen";1910;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50417;"Radstadt";3355;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50418;"Sankt Johann im Pongau";7836;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50419;"Sankt Martin am Tennengebirge";1292;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50420;"Sankt Veit im Pongau";3029;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50421;"Schwarzach im Pongau";2381;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50422;"Untertauern";313;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50423;"Wagrain";2210;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50424;"Werfen";2208;NA;NA;NA;NA;NA;NA;NA;NA;NA
504;50425;"Werfenweng";753;580;5;575;189;52;255;24;35;20
505;50501;"Göriach";297;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50502;"Lessach";450;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50503;"Mariapfarr";1996;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50504;"Mauterndorf";1204;988;11;977;380;105;322;46;85;39
505;50505;"Muhr";414;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50506;"Ramingstein";874;680;5;675;191;113;286;17;36;32
505;50507;"Sankt Andrä im Lungau";642;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50508;"Sankt Margarethen im Lungau";548;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50509;"Sankt Michael im Lungau";2665;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50510;"Tamsweg";4410;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50511;"Thomatal";260;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50512;"Tweng";168;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50513;"Unternberg";818;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50514;"Weißpriach";236;NA;NA;NA;NA;NA;NA;NA;NA;NA
505;50515;"Zederhaus";953;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50601;"Bramberg am Wildkogel";3250;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50602;"Bruck an der Großglocknerstraße";3440;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50603;"Dienten am Hochkönig";591;503;6;497;208;90;135;7;44;13
506;50604;"Fusch an der Großglocknerstraße";525;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50605;"Hollersbach im Pinzgau";936;791;9;782;339;106;236;30;50;21
506;50606;"Kaprun";1987;1539;15;1524;485;419;340;61;137;82
506;50607;"Krimml";620;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50608;"Lend";960;752;12;740;212;178;238;20;48;44
506;50609;"Leogang";2546;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50610;"Lofer";1495;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50611;"Maishofen";2624;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50612;"Maria Alm am Steinernen Meer";1562;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50613;"Mittersill";3841;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50614;"Neukirchen am Großvenediger";2025;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50615;"Niedernsill";2135;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50616;"Piesendorf";2856;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50617;"Rauris";2422;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50618;"Saalbach-Hinterglemm";1883;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50619;"Saalfelden am Steinernen Meer";11960;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50620;"Sankt Martin bei Lofer";852;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50621;"Stuhlfelden";1261;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50622;"Taxenbach";2111;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50623;"Unken";1466;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50624;"Uttendorf";2284;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50625;"Viehhofen";433;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50626;"Wald im Pinzgau";838;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50627;"Weißbach bei Lofer";301;NA;NA;NA;NA;NA;NA;NA;NA;NA
506;50628;"Zell am See";6231;NA;NA;NA;NA;NA;NA;NA;NA;NA
601;60101;"Graz";191903;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60305;"Frauental an der Laßnitz";2561;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60318;"Lannach";2933;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60323;"Pölfing-Brunn";1311;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60324;"Preding";1524;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60326;"Sankt Josef (Weststeiermark)";1341;1087;16;1071;322;152;355;75;82;85
603;60329;"Sankt Peter im Sulmtal";1094;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60341;"Wettmannstätten";1364;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60344;"Deutschlandsberg";9330;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60345;"Eibiswald";5213;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60346;"Groß Sankt Florian";3448;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60347;"Sankt Martin im Sulmtal";2513;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60348;"Sankt Stefan ob Stainz";3038;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60349;"Bad Schwanberg";3719;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60350;"Stainz";7138;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;60351;"Wies";3573;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60608;"Feldkirchen bei Graz";4728;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60611;"Gössendorf";3131;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60613;"Gratkorn";6226;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60617;"Hart bei Graz";4167;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60618;"Haselsdorf-Tobelbad";1266;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60619;"Hausmannstätten";2838;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60623;"Kainbach bei Graz";2338;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60624;"Kalsdorf bei Graz";5899;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60626;"Kumberg";3142;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60628;"Laßnitzhöhe";2259;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60629;"Lieboch";4286;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60632;"Peggau";1775;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60639;"Sankt Bartholomä";1196;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60641;"Sankt Oswald bei Plankenwarth";1031;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60642;"Sankt Radegund bei Graz";1794;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60645;"Semriach";2574;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60646;"Stattegg";2392;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60647;"Stiwoll";604;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60648;"Thal";1986;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60651;"Übelbach";1668;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60653;"Vasoldsberg";3778;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60654;"Weinitzen";2224;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60655;"Werndorf";1973;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60656;"Wundschuh";1263;1034;14;1020;394;112;330;69;59;56
606;60659;"Deutschfeistritz";3374;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60660;"Dobl-Zwaring";2867;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60661;"Eggersdorf bei Graz";5665;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60662;"Fernitz-Mellach";3892;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60663;"Frohnleiten";5295;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60664;"Gratwein-Straßengel";10166;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60665;"Hitzendorf";5838;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60666;"Nestelbach bei Graz";2192;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60667;"Raaba-Grambach";3730;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60668;"Sankt Marein bei Graz";3037;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60669;"Seiersberg-Pirka";8638;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;60670;"Premstätten";4922;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61001;"Allerheiligen bei Wildon";1285;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61002;"Arnfels";775;559;5;554;218;60;206;21;23;26
610;61007;"Empersdorf";1121;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61008;"Gabersdorf";967;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61012;"Gralla";2137;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61013;"Großklein";1842;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61016;"Heimschuh";1615;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61017;"Hengsberg";1200;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61019;"Kitzeck im Sausal";968;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61020;"Lang";1048;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61021;"Lebring-Sankt Margarethen";1742;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61024;"Oberhaag";1689;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61027;"Ragnitz";1289;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61030;"Sankt Andrä-Höch";1453;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61032;"Sankt Johann im Saggautal";1640;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61033;"Sankt Nikolai im Sausal";1892;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61043;"Tillmitsch";3133;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61045;"Wagna";4739;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61049;"Ehrenhausen an der Weinstraße";1902;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61050;"Gamlitz";2542;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61051;"Gleinstätten";2330;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61052;"Heiligenkreuz am Waasen";2297;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61053;"Leibnitz";9754;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61054;"Leutschach an der Weinstraße";2916;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61055;"Sankt Georgen an der Stiefing";1271;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61057;"Schwarzautal";1916;1476;20;1456;607;122;521;53;85;68
610;61059;"Wildon";4151;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61060;"Sankt Veit in der Südsteiermark";3592;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;61061;"Straß in Steiermark";4819;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61101;"Eisenerz";3021;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61105;"Kalwang";852;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61106;"Kammern im Liesingtal";1344;1045;13;1032;268;240;353;44;75;52
611;61107;"Kraubath an der Mur";1136;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61108;"Leoben";17004;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61109;"Mautern in Steiermark";1376;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61110;"Niklasdorf";1799;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61111;"Proleb";1289;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61112;"Radmer";437;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61113;"Sankt Michael in Obersteiermark";2320;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61114;"Sankt Peter-Freienstein";1866;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61115;"Sankt Stefan ob Leoben";1519;1210;12;1198;275;262;482;44;66;69
611;61116;"Traboch";1183;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61118;"Vordernberg";720;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;61119;"Wald am Schoberpaß";449;359;7;352;102;96;120;8;11;15
611;61120;"Trofaiach";8970;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61203;"Aigen im Ennstal";2269;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61204;"Altaussee";1524;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61205;"Altenmarkt bei Sankt Gallen";612;500;8;492;119;187;110;22;22;32
612;61206;"Ardning";1113;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61207;"Bad Aussee";3619;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61213;"Gröbming";2303;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61215;"Grundlsee";981;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61217;"Haus";1866;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61222;"Lassing";1412;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61236;"Ramsau am Dachstein";2218;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61243;"Selzthal";1144;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61247;"Trieben";2381;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61251;"Wildalpen";381;305;0;305;77;121;68;10;15;14
612;61252;"Wörschach";957;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61253;"Admont";3922;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61254;"Aich";1021;798;6;792;330;54;286;23;58;41
612;61255;"Bad Mitterndorf";3795;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61256;"Gaishorn am See";1088;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61257;"Irdning-Donnersbachtal";3427;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61258;"Landl";2150;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61259;"Liezen";5654;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61260;"Michaelerberg-Pruggern";947;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61261;"Mitterberg-Sankt Martin";1529;1242;13;1229;375;170;481;45;103;55
612;61262;"Öblarn";1503;1161;12;1149;397;176;392;44;76;64
612;61263;"Rottenmann";3755;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61264;"Sankt Gallen";1366;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61265;"Schladming";4977;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61266;"Sölk";1206;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;61267;"Stainach-Pürgg";2005;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61410;"Mühlen";722;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61413;"Niederwölz";474;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61425;"St. Peter am Kammersberg";1650;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61428;"Schöder";752;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61437;"Krakau";1178;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61438;"Murau";2790;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61439;"Neumarkt in der Steiermark";4015;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61440;"Oberwölz";2495;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61441;"Ranten";964;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61442;"Sankt Georgen am Kreischberg";1356;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61443;"Sankt Lambrecht";1399;1075;8;1067;305;201;378;50;69;64
614;61444;"Scheifling";1717;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61445;"Stadl-Predlitz";1375;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;61446;"Teufenbach-Katsch";1461;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61611;"Krottendorf-Gaisfeld";2029;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61612;"Ligist";2664;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61615;"Mooskirchen";1769;1410;21;1389;400;184;533;59;111;102
616;61618;"Rosental an der Kainach";1368;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61621;"Sankt Martin am Wöllmißberg";642;506;5;501;150;92;194;16;26;23
616;61624;"Stallhofen";2645;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61625;"Voitsberg";7656;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61626;"Bärnbach";4707;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61627;"Edelschrott";1415;1095;11;1084;382;140;426;33;52;51
616;61628;"Geistthal-Södingberg";1217;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61629;"Hirschegg-Pack";868;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61630;"Kainach bei Voitsberg";1312;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61631;"Köflach";7764;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61632;"Maria Lankowitz";2262;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;61633;"Söding-Sankt Johann";3477;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61701;"Albersdorf-Prebuch";1752;1386;5;1381;357;159;549;97;114;105
617;61708;"Fischbach";1259;1045;13;1032;346;139;415;19;64;49
617;61710;"Floing";990;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61711;"Gasen";688;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61716;"Markt Hartmannsdorf";2372;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61719;"Hofstätten an der Raab";1784;1380;10;1370;429;151;475;105;120;90
617;61727;"Ludersdorf-Wilfersdorf";1944;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61728;"Miesenbach bei Birkfeld";567;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61729;"Mitterdorf an der Raab";1726;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61730;"Mortantsch";1761;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61731;"Naas";1095;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61740;"Puch bei Weiz";1691;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61741;"Ratten";891;706;7;699;267;151;208;15;37;21
617;61743;"Rettenegg";580;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61744;"St. Kathrein am Hauenstein";507;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61745;"Sankt Kathrein am Offenegg";888;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61746;"St. Margarethen an der Raab";3380;NA;NA;NA;NA;NA;NA;NA;NA;NA
